;userID;ISBN;bookRating
46708;47797;1400047862;7
33018;20201;1560765933;5
62464;116183;1561583952;10
14265;85992;038071907X;8
51902;67417;1887038019;7
52019;94900;1577311752;8
7464;59150;006016848X;5
50600;60244;015601386X;10
17518;82413;1401300901;8
64119;129074;1558820671;8
28423;75875;1573441244;5
49551;56447;007248036X;6
66124;145449;1582971943;10
46742;147141;1582340242;6
56748;121264;067973421X;5
11643;446;081296666X;5
50438;59868;1591291186;7
4237;22793;088396631X;8
58680;98391;1571741445;10
12210;27313;1576737357;9
62484;116360;1880966336;5
31008;47860;1551667460;10
45469;42718;1558703861;10
48554;53107;034541005X;10
2293;10560;038548951X;9
48317;52584;1573228192;3
32440;132375;1400033349;8
26091;68555;038531700X;9
63338;124720;158229190X;9
36912;50241;051720679X;7
33599;21252;1561706086;7
2294;14049;038548951X;9
11825;143587;068484267X;10
1804;18569;014029628X;5
25419;45305;080411188X;10
10312;76352;074347676X;5
7797;43687;034538475X;7
5003;96448;034540288X;7
61836;112881;037580210X;7
8450;39345;044021145X;10
61093;108379;1591840007;8
31146;16795;1563970783;5
3402;60475;044022165X;9
22512;59269;1558747613;10
13328;1096;1566197155;7
49471;55892;1570421048;5
21152;58142;067942573X;8
19626;109013;1401300014;10
66341;147492;1575400324;6
31630;93047;006057898X;6
57643;94581;1567430406;8
41007;60098;037376166X;8
58700;98391;1575667835;10
19303;6251;014017737X;9
57132;94347;091658321X;7
46046;55490;006092943X;9
11870;49212;1573225789;8
53683;140036;1579549578;8
58900;98391;1594141045;9
66030;144038;1559634634;10
46411;98391;059525070X;10
2759;105517;080411918X;9
65222;137620;4770029055;9
30671;110031;055356854X;7
58310;98309;1576736156;6
35609;25630;155634127X;8
9895;36060;1559029838;3
7028;278248;080506723X;8
2601;6652;080410753X;7
26155;114368;042517140X;5
17667;83666;1551668653;7
1332;51883;1562826468;10
66742;150124;1567183573;9
5256;55492;044651652X;7
15716;101741;034541103X;7
35670;78783;045121174X;9
18340;61704;044651862X;5
32816;98392;068415045X;8
3283;104665;042516098X;6
64952;135277;2070419878;8
551;42581;081297106X;9
32305;19295;1581346085;10
47113;49460;052524655X;8
11898;101499;1573225789;7
18432;61704;1586480499;10
62931;121592;1566398304;7
58165;96913;1890035009;2
56125;87155;1853261270;8
14198;48371;068483376X;9
8694;25981;044023669X;5
46327;45982;1578050421;5
21322;89602;076791404X;8
66429;148052;1559720891;5
50108;58112;080079317X;7
56809;91050;006099486x;6
56825;138381;096520443X;8
6664;150896;042510107X;7
44884;135265;055357213X;9
12327;59209;080411868X;7
1101;35143;1558743669;9
63953;127719;1879215365;9
63460;125217;1567187250;10
52727;69731;1551109557;7
29803;146530;1573220221;7
36210;109779;078691811X;9
51951;67627;1585020125;7
38676;30261;080075137X;9
44484;39281;003014051X;8
14989;7984;1576734013;8
52753;69967;068482471X;7
7973;76151;037329090X;5
55335;97290;1892588102;10
33465;21031;051513113X;7
45125;104665;1572291095;7
27842;68690;158243140X;2
46523;47017;1578563690;8
29893;19478;155166674X;9
57282;93047;1890451029;9
50983;60707;038057778X;6
32061;39241;1891620088;7
37599;95359;1853260290;9
35072;134900;038531695X;7
60422;104604;1858289203;9
3297;125117;042516098X;7
62846;120828;1852424214;9
25957;87351;055358099X;2
42880;36606;156044293X;5
46574;96545;1880985101;8
40837;37666;1567180868;9
14722;2385;1857027795;8
57011;92652;1569248575;5
60594;105517;1551050935;7
5792;48995;039914739X;5
4556;277898;1558744606;8
64314;129718;1565275950;5
23347;38995;1400030382;10
52086;68249;1556110146;8
14159;117251;1573229326;10
63030;123094;013073859X;8
35327;57155;1885305419;9
40245;31972;1586190210;8
10444;69205;048627263X;7
62689;118985;188077528X;7
893;63854;080505622X;7
13092;49839;1573228567;10
20788;6575;1550171631;6
43712;37227;002862825X;6
31531;93047;067165604X;8
25398;108563;042518269X;3
12104;14521;055357695X;5
21208;7007;1410729435;10
56609;88733;1852309431;8
1757;100906;014023313X;8
3342;16795;044022165X;5
12677;77767;038533334X;7
43566;70594;034542008X;7
21577;136205;067942525X;10
42738;69078;039543095X;9
6912;109276;014025448X;5
23089;98391;1594140812;10
23338;8253;2830202813;10
33903;21684;037371128X;8
37870;28594;1563891875;8
1496;69971;044023722X;3
23864;8681;081011514X;8
25603;10819;042506803X;9
50216;58724;8495618605;9
2955;43687;1400034779;6
16360;71470;1558533311;4
54605;78847;077101483X;6
17672;114368;1551668653;5
43180;89911;067103992X;9
37896;28594;159182236X;6
19686;6251;1555913458;9
61745;112083;1591824737;10
18753;113983;1560760478;9
38692;30261;1582290725;9
27931;56554;1551666901;9
54120;76499;082641267X;10
144;22625;043935806X;10
18155;139359;031242227X;9
15844;110040;1579542085;8
6743;60279;1551665344;5
28675;82917;1573225541;7
54994;104636;067168289X;9
16639;88683;1567310362;7
17477;62862;006059537X;5
53146;71842;1593080654;7
60130;102676;1585420182;7
27761;52917;1582341559;8
29627;15945;189206118X;7
3450;106007;044022165X;5
42390;35859;185145697X;7
1858;117255;014029628X;5
42089;35859;088743973X;8
47211;49889;1590382129;8
21619;81848;1400042070;8
39276;139574;044661209X;9
61115;108763;1855857383;10
62790;138441;074352005X;8
722;98391;074320607X;10
47308;124310;1564586456;9
34080;116301;1556616074;10
16773;41450;1551665638;7
2241;83571;031298328X;7
26104;125692;038531700X;9
57658;94781;076790303X;6
21983;87051;1567187277;10
7046;38457;1878424319;8
29166;147847;067144977X;5
65107;136237;1570640815;4
64298;129716;156718345X;5
62718;119566;044021873x;8
14491;97615;096265342X;10
62610;117700;073820756X;9
53860;76173;084395230X;9
59708;106007;1582344043;10
45387;42310;086316157X;2
63149;123883;080400322X;5
15463;122782;006099486X;7
30395;16777;1853262447;10
66048;144277;1576734153;9
51792;66443;039952584X;8
32048;81015;1560760672;10
30597;112093;042514898X;5
21421;113270;006000780X;9
9340;278418;067160550X;7
29090;110934;051513239X;6
40970;33826;1857326857;7
25836;40625;067162461X;10
29004;14698;074351033X;8
58362;98391;031228781X;9
44305;38642;1895449073;7
17599;112953;1573227331;7
39501;40922;039914496X;8
26917;99630;156512281X;7
21128;6894;051718608X;5
60214;144021;059048141X;9
41978;35859;067165814X;7
8790;83109;044922046X;7
21030;10750;006019393X;8
35520;48046;044023512X;8
34200;38273;067172519X;10
15422;2977;006064205X;5
26187;99630;044990668X;6
44620;39616;1860195024;8
10479;8067;014028009X;5
18675;116249;014034991X;9
60537;105374;019540663X;7
56841;91272;1588512193;8
25915;127389;1567921892;5
16982;36135;067088300X;10
11412;6670;006101351X;8
65534;139742;1590862910;10
8064;56998;038546973X;8
18196;5582;014019536X;10
52406;69078;9500700891;9
30196;16634;1557880905;7
60398;104429;1579240593;10
11335;112953;1573226882;8
47806;51883;038518896X;5
19763;150661;1573221937;7
65873;143175;1402541805;3
45342;95359;1565117794;10
62795;120093;1842322761;10
41275;62558;002411510X;5
58696;98391;1575667673;8
65064;136077;1557734860;9
43430;59770;1568841507;5
12256;53140;193156146X;8
55866;86392;1401201156;10
58389;98391;031232264X;5
19613;72530;1400045088;7
30293;52011;067173590X;5
45092;125203;2253140872;10
11760;45315;068484267X;7
12515;135821;038529929X;7
25061;101876;014004891X;8
64024;128543;1862041164;8
25366;10354;1931514771;10
65171;138578;1555837018;6
27796;138844;1887317090;7
65967;143294;1566191580;5
58590;98391;141040188X;10
51402;81322;075640035X;3
64673;132848;1556111479;7
13126;36938;044990928X;10
16418;111749;1558743790;7
23293;8245;1878424084;8
17086;39227;042515601X;8
32263;19145;1873176570;6
49522;56211;006445049X;8
21777;88793;1573223328;7
14812;11456;044048474X;5
51885;67358;1879706776;9
57891;95353;1551100207;9
41417;35148;1593080344;10
9901;44728;1559029838;9
24873;93179;039308700X;8
30655;91130;051508901X;7
40552;32627;158685142X;9
11866;43910;1573225789;8
898;114988;080505622X;7
46274;45526;1561840807;8
62106;114271;157856283X;7
16095;6543;060980619X;7
29382;15408;155874505X;5
58323;148049;1892253038;5
40371;147847;044108950X;5
59013;98391;1930252250;9
27204;152099;059087764X;9
42235;35859;1564589587;7
50284;59172;044021288X;8
33622;100846;1570641161;5
11798;101876;068484267X;10
65499;139436;1893224546;7
9347;13552;067164257X;9
19206;6242;074341005X;6
63279;124310;1556523092;8
59492;99312;1557487278;10
35060;61296;038531695X;10
5317;109013;044651652X;10
24504;12824;1591820073;10
4428;95916;067976402X;8
41419;35148;1593080409;10
55293;82844;193119503X;8
58610;98391;1551666790;9
33956;22062;1586480421;9
35077;24186;1575665530;2
22534;8454;1582343047;9
52122;68473;1568810725;6
8209;128915;042513525X;10
923;23768;015644450X;9
66066;144655;1590560469;10
46870;48385;068805045X;7
40734;33049;1551432102;10
26527;128208;1401900844;8
64603;132371;1403319510;5
52405;69078;9500700875;9
10936;53392;1558531025;9
46228;98391;1551668262;8
15376;70791;1583224890;5
58370;98391;031230501X;9
6896;85766;014025448X;6
15578;77989;1573225681;7
49437;91341;078686317X;9
59936;101851;1556522770;8
61191;109461;157863010X;6
25306;10354;1586648624;7
16882;15527;1573225517;10
54672;79285;1899047719;10
65436;138883;1557482608;10
15390;2891;1594200106;6
42720;36606;031220065X;5
23726;150767;038550117X;2
16370;16718;1558743316;8
28640;104334;1551669382;7
59431;98887;158287171X;7
26008;65653;014006690X;9
24488;45778;055309128X;8
10619;278633;1885840055;4
66438;148199;014046641X;7
55099;81739;1559706376;9
22729;80515;042507160X;10
37684;28523;1557830649;10
46956;48736;006097625X;8
46837;134137;002863649X;10
25977;139316;055337513X;7
32966;98391;082177509X;10
48106;52359;038071339X;8
28466;65877;042518286X;9
22068;7346;038081563X;7
20929;43246;1573228737;8
5762;98547;039914465X;5
44288;38559;1558175822;8
24557;88288;1582341400;8
48;23243;038550120X;7
11452;33680;006101351X;8
11912;118228;1573225789;10
47942;52011;015584072X;5
15271;122429;140003065X;9
27654;12824;1931514186;10
41478;138883;1556614594;10
19305;21014;014017737X;7
1226;144978;1571740562;8
28454;28602;042518286X;8
59871;101731;039923618X;9
44950;40889;1558534547;8
31829;98391;076530032X;9
65511;139524;1591160626;10
54892;81015;156076323x;9
44281;100397;000671675X;9
51655;88330;038072264X;6
42034;104399;078601475X;10
54173;76499;2707301485;10
49125;55490;1568821484;10
36985;26624;155709103X;8
22731;86974;042507160X;5
8742;21261;044661095X;8
48244;62477;055327757X;10
7264;49792;051513287X;9
64031;128669;014044565X;5
16866;65012;156512104X;8
30006;95359;069401236X;10
57036;92810;074754865X;5
30246;146572;1576751996;5
63228;145449;1932172017;7
46626;143685;1551667479;9
45480;42718;1592400647;8
27861;136326;1551668076;9
21882;7286;1885593155;9
55085;81611;1557489378;8
66675;149907;1559212152;9
45698;122793;1550810804;9
18335;54547;044651862X;7
62552;117118;1562614657;9
24879;45113;067102096X;8
57310;93063;067945022X;7
39326;31010;031211740X;7
32431;32127;1575663988;4
12637;4017;038533334X;10
16994;67840;067088300X;9
7163;111766;039592720X;10
25997;143175;006107361X;7
58331;98391;006000441X;9
4302;24090;067976402X;7
58625;98391;1551667355;10
4163;133747;014034893X;9
65632;141157;1896754171;10
58249;97874;1570612897;9
11056;23712;006000438X;7
39462;95394;006019698X;8
12022;7286;043912042X;9
62704;119248;156458061X;10
6256;32773;044022425X;9
58346;98391;031226609X;9
45664;51883;059033123X;10
50620;101209;038072197X;9
15352;136139;1573222453;7
13635;1473;1587991039;10
3453;108285;044022165X;10
34198;36327;067172519X;8
42911;144555;1564144992;9
194;78553;043935806X;10
14010;93047;1552976246;6
22986;28591;1551669412;10
23316;116391;1588720020;10
31798;152441;038080297X;9
58925;98391;1594142033;10
26937;12278;189162007X;8
21729;7199;158567074X;5
35747;127914;1888125799;5
58967;98391;1890768545;10
6230;81977;1573229075;7
21085;13604;055309999X;8
8774;9504;044922046X;9
40553;93047;158685142X;7
61083;108352;1879904004;10
61793;112280;068983862X;5
14973;75081;1567184855;10
24330;110973;078670442X;9
40408;98391;084395146X;8
55487;83754;1576734021;10
2996;87114;1400034779;10
60072;102154;076151189X;8
49773;112765;067973385X;7
6510;125323;059035342X;10
65293;143175;1401397522;8
31667;144120;1878067613;8
42712;46443;014050169X;8
48763;53587;002021782X;8
9051;126736;055356451X;4
17648;5582;1551668653;8
53320;73292;1893062058;9
24384;9141;1559706848;8
44202;38273;076450214X;10
13414;121545;038533656X;7
37163;27214;1567185657;6
58510;98391;074342798X;10
37466;27949;1859846793;10
40033;31624;1887374426;8
34903;23872;039453574X;10
55072;81609;034541778X;8
15459;101731;006099486X;9
7004;98391;1576738469;9
64481;130847;1570823871;10
19598;85851;082177512X;7
29880;16248;1931847010;9
25593;25153;034541215X;6
63965;141511;038081322X;6
38481;110988;1556619340;7
16098;34441;060980619X;8
64624;132522;087406290X;10
65476;139222;083177830X;10
54188;146564;1932360085;8
56488;88634;1558706356;10
4868;13552;051513628X;8
51023;133407;1575666073;8
65443;138883;1577487117;10
10342;64241;1576737330;8
53189;72214;157344166X;10
56988;92652;013001074X;5
37410;52584;1573228230;9
14030;129716;067084487X;9
57201;136010;1565040295;10
36639;30276;067100400X;7
20968;144531;1573229725;9
56777;90334;082177364X;6
39544;65584;075820390X;8
31276;134863;1878424114;7
30315;71902;1573225843;5
30790;16795;068982954X;5
58638;98391;1551669528;8
6631;76259;042510107X;9
6961;43910;006093090X;8
58607;98391;1551666707;5
27980;113519;1572240814;8
65867;143163;1574160044;10
11183;127621;038542017X;9
64686;133296;1551662876;10
6091;127336;068484477X;10
29633;15962;156931828X;8
2112;143415;006092988X;10
27620;112083;1591823633;9
3608;129395;014038572X;8
31178;16795;1567993869;8
2756;88006;080411918X;9
54949;92810;068814988X;7
18829;5582;1551668637;6
33263;21011;1573241628;7
53286;73127;1586851721;7
16788;3373;039914613X;7
24490;9227;078688942X;8
58022;95932;1892391031;8
65468;139154;006251637X;7
15372;23571;1583224890;8
4723;137589;038542471X;7
15417;93595;038549565X;5
45178;127359;091581112X;6
19710;69378;1566475252;8
17349;127826;031205436X;6
47311;50225;1569472106;7
21829;7286;088029809X;9
717;50895;074320607X;7
59908;101851;089191224X;9
51181;62009;067149547X;10
32127;18519;1557739218;6
24218;139579;038080803X;10
12493;87141;038529929X;8
54315;77480;1568651945;5
6873;57824;014025448X;10
11956;1409;042517736X;9
4120;132375;076790592X;10
32368;19422;1559120177;5
16847;128259;155054439X;8
55231;82723;1892112124;10
11347;300;038081840X;5
11314;87141;1565041992;7
14071;2033;1556432151;10
14060;117080;1880032627;7
20499;145189;034536676X;10
52289;123883;1551665921;5
59411;98758;051737997X;9
1173;113657;1558743669;6
14767;48217;039914210X;8
63093;123500;1883285186;9
51543;64396;031220339X;8
1626;138379;044023722X;9
6066;103457;068484477X;7
61911;113279;1579722024;6
13616;148586;074345300X;8
6985;68555;1556611188;8
62857;120908;156584565X;8
46845;48355;006105481X;6
30567;103630;038089968X;10
58518;98391;075640021X;8
39096;30735;044050838X;9
4516;135688;067976402X;9
24798;104399;1569715416;10
42758;36606;051716213X;10
22739;8019;051770689X;5
7318;129084;051513287X;6
3007;93046;1400034779;8
3349;24427;044022165X;7
4658;59421;068482499X;10
46263;45391;1587155664;6
1365;19573;044023722X;10
65216;137589;091563001X;10
34143;60244;1878448900;8
53778;136020;1574411586;8
17456;54889;068480087X;8
53177;72028;1878995049;5
28603;16795;1551660571;8
17613;128938;1573227331;8
48325;52584;1882321073;6
3256;68943;042516098X;8
55281;150124;157243449X;10
58360;98391;031228487X;8
47911;84882;1563524872;9
49142;98391;006001315X;10
61796;112314;044013675X;8
25766;123095;087113795X;10
53915;138543;044091017X;8
55776;85962;2266025791;7
1034;117956;042511774X;6
50306;59172;1565296664;10
31657;87302;1569245134;10
51893;67403;1572972041;6
59528;99630;1555660665;7
19325;21089;015602943X;10
46916;48494;068802968X;8
40139;31826;1561730866;10
31685;52917;034543448X;8
44684;39773;1404333045;5
48791;54205;1570721858;8
48443;52807;1556617275;9
31788;145657;1551669137;6
59818;101209;1579240658;8
7074;93257;1878424319;3
35797;25601;1401300553;10
46007;44190;1882530101;7
16904;101606;1573225517;9
11713;107109;080213825X;7
3588;62881;014038572X;8
33526;21231;1557488835;5
41466;35237;1550378147;6
51696;127233;1573226114;6
49111;55490;156504178X;10
47938;52011;014044131X;5
58962;98391;1890768472;9
17928;86641;067178577X;9
32357;19365;1410716856;10
49485;55927;1566190916;8
23309;28619;1588720020;6
34817;125072;1583224912;9
35404;115929;1551665247;9
45193;41429;1583141960;5
63655;126965;1892213745;10
49223;76499;082031661X;10
36936;26593;1562884069;8
8758;149526;044661095X;7
43272;88146;051509028X;9
19849;6251;1890132322;10
52420;69156;067162234X;3
17357;150979;031205436X;6
26996;93355;1551669226;8
5749;55441;039914465X;5
52901;70510;1577484517;7
23444;77270;1551661535;8
43563;36839;1567310052;9
28372;98391;031228361X;8
55883;86392;1888963093;10
60740;106397;1567313205;9
35176;98391;1930922043;10
60611;105627;055334109X;6
32496;92979;039457172X;7
1620;135149;044023722X;8
50186;58594;1931081670;10
8580;123544;044021145X;3
53738;98391;075640052X;9
17339;86123;031205436X;1
63851;135149;1853689777;6
21691;114368;1551667401;5
62571;117335;1400031885;9
56676;89241;3442423724;6
45710;43246;1558586717;10
40278;98391;078601542X;8
45490;42718;1863022325;10
47277;50165;158542031X;8
48450;122793;068812156X;7
51980;67810;1558501541;9
30089;31838;039913039X;10
52450;146803;1551664259;7
38724;30273;1565124057;7
51727;141157;1559723734;7
63444;125203;2253054747;6
45381;42277;1401003230;10
58958;145449;1889758280;9
14557;2276;034528643X;8
61403;110935;038550179X;8
6724;137082;1551661586;10
27797;139286;1887317090;7
4557;1082;1558744606;10
63289;124310;1594110107;8
47906;51924;086442471X;5
31989;43395;038549274X;5
57190;122429;1561632287;10
14519;7346;014018869X;6
50076;57733;1410785459;10
43853;37644;1580082394;8
49893;56959;157990002X;10
41243;34776;1576600203;7
52535;141310;1878424076;10
34548;135185;034542154X;7
53266;73059;1558743324;10
55575;84897;038541885X;8
60452;104658;1569553920;5
30792;16795;069602585X;7
17384;141010;1573226521;8
4319;31434;067976402X;7
40535;111578;031286860X;10
59988;101851;1565046137;7
17123;102702;034544356X;10
2893;278582;1400034779;10
52577;69697;035233357X;7
46310;45564;1841952516;7
57380;93363;1556610807;8
43000;88793;006055780X;9
53792;75783;039474330X;4
52979;70666;067153792X;5
57216;93047;1573241075;8
32673;93629;038000321X;8
6245;113966;006107635X;5
57106;93047;031209924X;7
33231;95903;044922788X;8
21779;118715;1573223328;10
51079;95010;067145806X;6
54022;76458;089296748X;7
29575;77611;044022859X;10
10726;40889;155874262X;10
63551;126253;1591050804;9
63331;124510;046501299X;7
33379;55075;087113652X;6
3041;112088;1400034779;6
40607;32773;067143294X;10
64553;131686;1853268445;3
51156;61892;1887178236;5
5547;38176;044900371X;4
60007;101851;157231818X;7
16550;46443;1558748008;8
31344;16908;037327307X;8
13003;17402;067101420X;4
1292;13850;039480029X;10
58572;98391;089296782X;10
52408;69078;9500704447;8
12326;57556;080411868X;8
53235;76499;080215140X;10
33070;41575;044021906X;7
11598;68256;1573225126;4
41477;35339;1556614594;4
14083;88733;156402976X;9
35870;72882;1577311523;8
17187;3840;1551662906;8
58224;97620;1880656108;10
37059;46916;067973855X;8
19230;6242;156924703X;6
57090;92979;843391460X;8
65972;143294;1898307148;10
26391;77526;1559360615;9
1874;141338;014029628X;9
48049;52199;084395048X;10
60626;105813;059032389X;4
55899;86555;1587884097;7
40605;77480;044651585X;7
21913;65607;034538430X;8
45353;45042;037316775X;6
60612;105627;074343059X;9
55892;86481;1886371369;6
16745;141902;1874508003;7
2675;93141;080410753X;9
17253;53150;038079487X;8
44262;38544;007138331X;8
53304;132663;087857395X;8
37101;27169;042514724X;8
9773;128122;1551668270;10
44547;118336;1890132284;10
43478;98509;1586607359;10
18075;13146;031242227X;3
16019;62966;037325041X;10
56590;88733;1571740325;8
53629;74689;020109147X;9
38755;30276;037347170X;7
47888;51883;188191903X;10
46302;45557;1579730884;9
18931;6347;1853260045;9
30542;60098;037376510X;10
34604;96448;059050391X;6
11632;106895;014023828X;6
34629;63956;067942895X;9
16120;126508;060980619X;6
3142;277427;1564403963;9
66416;147965;1579900259;8
19521;69971;080411109X;10
26309;72418;1551668246;4
61104;108632;1588980030;8
20005;8265;067940712X;9
18906;5730;1895555590;10
53628;74681;1561840017;9
52561;69389;084234294X;6
57013;148258;1570716471;6
37350;27617;1571740600;10
19731;29526;1573221937;6
65217;137589;1559724919;8
24795;9613;076071682X;8
47346;85757;015626224X;8
46231;45114;1550281372;9
44518;145619;1577310047;10
28751;14456;8880299409;8
46609;47316;059044784X;7
12880;25311;038001503X;7
63443;125203;2253037966;8
35152;56559;055314717X;5
51132;112001;1565122054;10
62849;120860;1400047994;5
54698;79441;067187781x;8
44478;39239;037571328X;10
49517;102359;1558539875;10
53224;126604;1572240423;7
50766;101209;158860005X;8
12541;81865;1573229571;7
62187;114581;1573540706;10
63994;128208;067174349X;10
43139;95359;1400032016;7
66621;149069;093636954X;8
57273;93047;1883642914;6
2923;26017;1400034779;8
14623;98535;1551668467;5
39132;71900;067173783X;5
43019;50895;074324642X;7
30440;16795;006109224X;8
32520;106946;067173914X;8
56565;88733;1556704712;10
50482;138441;1400100976;9
39410;31256;038081837X;10
1413;35831;044023722X;9
37171;27228;051756825X;5
17141;20794;038533303X;5
30885;129358;1551665182;5
65206;143740;1568655622;10
38314;29523;1853260827;9
37333;122355;096970660X;10
66819;150999;1577343352;10
31247;16795;1852232641;8
7432;15049;006016848X;8
52537;83048;1878424173;10
44959;104429;1892141019;10
60690;106220;082340630x;10
47662;51511;1566633885;9
29047;98391;082177557X;10
4448;103504;067976402X;8
27203;125203;059087764X;7
34448;126693;1551668866;10
37016;61257;038531387X;8
50927;60337;1885591454;10
34960;23872;1569873526;5
34342;23511;1888799315;9
55193;82407;068419337x;8
25800;70594;1400047714;10
66381;147847;084392764X;5
12819;100906;055321313X;10
61164;109356;1571972129;8
1796;3827;014029628X;6
47717;51742;014006284X;8
34070;122206;051513175X;8
52740;98391;031226982X;9
5463;278017;093393114X;5
7740;60168;034538184X;8
10956;118654;1558531025;5
10379;278535;038079943X;8
30658;123883;051508901X;5
39048;110934;014011369X;8
50009;57126;1565922840;8
59854;101606;1551103982;7
25478;10508;1565076257;5
24920;9856;1889392022;7
24348;11621;074322423X;10
6678;98633;042518904X;9
5576;21909;1573220876;10
10386;278541;1931561648;10
54797;80203;1559946032;10
56483;113983;1560764198;8
1674;86956;037541309X;6
949;77640;037582233X;7
62165;129187;1841003018;6
25946;46909;055358099X;8
65848;142973;1550372467;5
15122;2793;1559278374;8
4407;86189;067976402X;5
2490;113904;044922502X;7
10922;8487;1558531025;10
46559;47194;1586603892;9
54887;80954;1885670001;7
56557;88733;091472861X;9
41718;66337;006105903X;7
30589;26517;042514898X;8
23193;8245;039592684X;8
60583;105374;4533004563;10
2090;73330;006092988X;10
36823;145641;1570641943;7
19244;6347;1853262714;8
61205;109545;4770028555;9
774;76888;067102423X;7
49543;128434;1555835864;6
40654;32773;1401012388;10
62757;119749;1587288613;8
4571;76352;1558744606;9
27560;12824;1591160774;10
31014;98391;1551667916;8
2052;106914;002542730X;10
59494;99312;1561581739;10
2780;277427;087605534X;8
33123;139031;1551664380;8
25687;78589;1576739759;10
41619;83205;076534050X;4
4005;37975;051510566X;9
8090;54581;038549081X;8
56272;87712;1558746153;10
43007;57725;037571362X;10
55097;141902;1575662213;10
33544;104399;039480077X;10
380;25669;059030271X;10
57039;92810;1558747524;7
30009;129320;069401236X;7
7025;82497;051512298X;7
58164;96913;1568304161;5
61895;113202;159286631X;10
49774;56917;1588993736;2
31076;98391;1551668947;9
5371;150611;044651652X;3
34303;51450;055380247X;9
1483;66578;044023722X;5
22299;94334;1575663740;5
9344;1759;067164257X;8
41652;126026;1551668939;8
54444;78777;9500707241;5
39213;41841;1878542281;5
61302;141256;060980801X;5
45145;41111;1566194415;10
49738;56856;1557044902;8
58309;98277;057117387X;5
12796;40943;055321313X;10
62814;120588;1555604072;8
56059;87141;1565923383;7
50232;58855;076450830X;7
48386;98391;037379066X;9
5550;56447;044900371X;6
47105;49404;1556617321;8
37572;28360;055327970x;7
37271;27472;1402508611;8
61061;108336;006095339X;8
11864;39646;1573225789;8
65765;142524;050020103X;8
27840;76122;2080701142;9
52716;98391;1893896692;5
5054;35109;1573221112;9
13380;69078;038039586X;8
5344;126693;044651652X;10
19561;128331;080411109X;6
29303;149180;044024126X;8
37998;46345;1579546463;5
58705;98391;1575668211;8
52947;77809;1550370146;10
32910;20172;8845215911;10
63593;126604;1582340641;10
34437;137004;1551666316;7
15;94362;034545104X;5
1654;152243;044023722X;9
55470;88937;188516730X;5
45304;41841;079226472X;7
1501;74286;044023722X;8
44485;39281;006042561X;8
53827;102641;1565120612;8
29152;103094;1555611435;8
14144;93698;1573229326;8
32278;122793;1551667940;8
25487;49980;037576092X;8
9502;5784;080410526X;8
1554;102129;044023722X;9
51251;62464;1885211619;7
11872;50519;1573225789;10
20023;15632;1853260002;9
26334;104144;1551668599;9
11804;112507;068484267X;9
53784;75749;9971490242;7
6163;76532;140003180X;7
38711;67322;082175758X;10
12000;134120;042517736X;10
32333;130679;1558747435;5
11654;128331;081296666X;7
2178;103828;014100018X;7
19202;93997;037570745X;10
8187;73588;042513525X;5
58591;98391;1410401898;10
37270;114988;074340615X;3
36353;114368;006108445X;5
42899;71514;1563523302;7
23237;126196;055358264X;8
13165;89602;038531258X;9
37097;114368;037348464X;5
62612;117700;1563054345;9
9653;37929;084312914X;5
10449;130915;048627263X;9
23308;18296;1588720020;9
60145;102705;155861401X;8
62120;114368;073943232X;5
10857;36606;1558747109;5
47543;51440;038533320X;6
26962;97754;006009527X;10
58600;98391;141343021X;10
25605;47975;042506803X;6
25690;135653;1576739759;9
58584;98391;1401300049;10
66193;145883;1570711518;6
57285;93047;1891946072;5
20551;143211;038071843X;7
35779;25601;044653143X;9
3154;128208;1565075722;8
57971;95574;1930754167;10
5840;34588;044022103X;9
17780;90049;074322535X;8
60603;105536;080506821X;6
44306;38654;059044025X;7
58816;98391;1590581016;9
58945;98391;1880284561;9
30575;55270;039913994X;6
15435;37311;006099486X;9
32871;20115;192918011X;9
38434;60244;1582342695;4
49685;56597;1555973248;7
48689;53256;034531882X;10
7085;105517;1878424319;2
7535;74949;006109921X;10
21384;13552;006001203X;5
8237;44728;042513699X;8
61760;112093;087596558X;4
32164;18750;2264033061;5
58552;98391;078625341X;10
62935;121817;1402201435;6
44874;40748;057507390X;9
54893;81015;1560763329;8
1949;25131;055347782X;7
47839;61854;1551660423;6
28463;56369;042518286X;5
55350;82955;071672409X;8
18995;46398;037540290X;6
56995;92652;096906957X;5
14093;2036;1573229326;9
54940;81298;1578560330;5
47427;85526;014044615X;9
54176;76499;8401328276;5
42873;138883;1556615116;10
26817;59770;1561790206;5
684;103204;034541389X;10
14179;146778;1573229326;8
14915;48037;1562475150;8
62193;114611;1842322737;7
39609;31315;1567997465;10
54831;80509;1562055577;4
60103;102359;1886893004;10
44806;40521;038530501X;8
51146;112001;030703979X;10
52216;68891;014036174X;7
64584;132030;185371738X;8
1905;59488;038550926X;6
8144;49889;042511743X;7
10722;38703;155874262X;10
9896;39193;1559029838;8
30648;16795;051508901X;8
45442;93047;1585670529;9
41825;126812;039913414X;4
13274;145546;037570504X;8
15691;85560;002026478X;8
59501;99312;1577484924;10
24988;9908;071671017X;7
21790;79009;037541200X;4
1605;127621;044023722X;9
32502;19664;055323224X;8
62715;119556;1400033160;8
10180;89678;1575842955;10
66649;149434;225314133X;9
35513;135265;1551669560;3
56021;87141;1562057235;9
13155;60157;038531258X;9
29393;41004;1559724579;8
50780;124065;1880188791;10
58578;98391;1400041732;10
37173;27243;1856493423;7
